benefit_class,object_type,object_id,source_mod,source_file,current_status,decision,formula_or_policy,evidence,confidence,codex_action
direct_resource_support,district,district_giga_birch_ktisma_trade,Gigastructural Engineering & More (4.4),common\districts\giga_birch_world.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_giga_birch_ktisma_trade in Gigastructural Engineering & More (4.4)/common\districts\giga_birch_world.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
starbase_support,district,district_giga_birch_ktisma_trade,Gigastructural Engineering & More (4.4),common\districts\giga_birch_world.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: object is starbase-related or matched a starbase support term, but this row has no numeric starbase-support amount. The current build-plan consumer surfaces are economic plans and colony automation, not arbitrary starbase scoring.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_giga_birch_ktisma_trade in Gigastructural Engineering & More (4.4)/common\districts\giga_birch_world.txt.",high,Preserve as starbase-lane tag and exclude from colony/economic-plan numeric scoring until a starbase-specific consumer formula exists.
trade_policy_value,district,district_giga_birch_ktisma_trade,Gigastructural Engineering & More (4.4),common\districts\giga_birch_world.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only for this row: trade/trade_value text is present without a parsed numeric amount. Do not assume trade policy conversion into energy, consumer goods, or unity.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_giga_birch_ktisma_trade in Gigastructural Engineering & More (4.4)/common\districts\giga_birch_world.txt.",high,"Keep as trade relevance tag; only parsed `trade`/`trade_value` amounts should feed economic-plan trade pressure, with no policy-conversion math."
direct_resource_support,district,district_giga_birch_orykta_energy,Gigastructural Engineering & More (4.4),common\districts\giga_birch_world.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_giga_birch_orykta_energy in Gigastructural Engineering & More (4.4)/common\districts\giga_birch_world.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
direct_resource_support,district,district_giga_birch_orykta_minerals,Gigastructural Engineering & More (4.4),common\districts\giga_birch_world.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_giga_birch_orykta_minerals in Gigastructural Engineering & More (4.4)/common\districts\giga_birch_world.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
amenities,district,district_giga_frameworld_amenities,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: current rows are job/structural amenity signals, not direct amenity amounts. Preserve as role/context tag; do not add numeric construction score until job-output amenities are parsed.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_giga_frameworld_amenities in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt.",high,Mark this benefit row as detected-only/non-consumable for final scoring; it may inform future job-output modeling but must not block unrelated numeric resource scoring.
amenities,district,district_giga_frameworld_amenities_gestalt,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: current rows are job/structural amenity signals, not direct amenity amounts. Preserve as role/context tag; do not add numeric construction score until job-output amenities are parsed.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_giga_frameworld_amenities_gestalt in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt.",high,Mark this benefit row as detected-only/non-consumable for final scoring; it may inform future job-output modeling but must not block unrelated numeric resource scoring.
starbase_support,district,district_giga_frameworld_trade,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: object is starbase-related or matched a starbase support term, but this row has no numeric starbase-support amount. The current build-plan consumer surfaces are economic plans and colony automation, not arbitrary starbase scoring.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_giga_frameworld_trade in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt.",high,Preserve as starbase-lane tag and exclude from colony/economic-plan numeric scoring until a starbase-specific consumer formula exists.
trade_policy_value,district,district_giga_frameworld_trade,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only for this row: trade/trade_value text is present without a parsed numeric amount. Do not assume trade policy conversion into energy, consumer goods, or unity.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_giga_frameworld_trade in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt.",high,"Keep as trade relevance tag; only parsed `trade`/`trade_value` amounts should feed economic-plan trade pressure, with no policy-conversion math."
direct_resource_support,district,district_giga_planet_alloys,Gigastructural Engineering & More (4.4),common\districts\giga_planets.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_giga_planet_alloys in Gigastructural Engineering & More (4.4)/common\districts\giga_planets.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
direct_resource_support,district,district_hab_energy,Stellaris vanilla,common\districts\03_habitat_districts.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_hab_energy in Stellaris vanilla/common\districts\03_habitat_districts.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
